entity,code,year,population__sex_all__age_0_4__variant_estimates,population__sex_all__age_5_9__variant_estimates,population__sex_all__age_10_14__variant_estimates,population__sex_all__age_15_19__variant_estimates,population__sex_all__age_20_24__variant_estimates,population__sex_all__age_25_29__variant_estimates,population__sex_all__age_30_34__variant_estimates,population__sex_all__age_35_39__variant_estimates,population__sex_all__age_40_44__variant_estimates,population__sex_all__age_45_49__variant_estimates,population__sex_all__age_50_54__variant_estimates,population__sex_all__age_55_59__variant_estimates,population__sex_all__age_60_64__variant_estimates,population__sex_all__age_65_69__variant_estimates,population__sex_all__age_70_74__variant_estimates,population__sex_all__age_75_79__variant_estimates,population__sex_all__age_80_84__variant_estimates,population__sex_all__age_85_89__variant_estimates,population__sex_all__age_90_94__variant_estimates,population__sex_all__age_95_99__variant_estimates,population__sex_all__age_100plus__variant_estimates
World,OWID_WRL,2023,654028322,688865446,681688985,643194066,615192162,599822517,608328239,581551604,523789133,474209512,461086548,414181190,336881126,288653765,219433149,140705606,88625638,48202068,18444255,4301831,549771
