v4_0,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,AgeGroups,registration-or-occurrence,RegistrationOrOccurrence
382,2026,2026,E92000001,England,week-25,Week 25,male,Male,65-69,65-69,registrations,Registrations
67,2026,2026,W92000004,Wales,week-25,Week 25,male,Male,75-79,75-79,registrations,Registrations
40,2026,2026,E12000009,South West,week-25,Week 25,male,Male,65-69,65-69,registrations,Registrations
841,2026,2026,E92000001,England,week-25,Week 25,all,All,70-74,70-74,registrations,Registrations
145,2026,2026,E12000002,North West,week-25,Week 25,all,All,70-74,70-74,registrations,Registrations
95,2026,2026,E12000006,East of England,week-25,Week 25,male,Male,75-79,75-79,registrations,Registrations
100,2026,2026,E12000009,South West,week-25,Week 25,female,Female,80-84,80-84,registrations,Registrations
66,2026,2026,E12000005,West Midlands,week-25,Week 25,female,Female,75-79,75-79,registrations,Registrations
78,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,female,Female,85-89,85-89,registrations,Registrations
110,2026,2026,E12000002,North West,week-25,Week 25,male,Male,85-89,85-89,registrations,Registrations
1647,2026,2026,E92000001,England,week-25,Week 25,all,All,85-89,85-89,registrations,Registrations
28,2026,2026,W92000004,Wales,week-25,Week 25,female,Female,95-99,95-99,registrations,Registrations
111,2026,2026,E12000009,South West,week-25,Week 25,male,Male,85-89,85-89,registrations,Registrations
122,2026,2026,E12000002,North West,week-25,Week 25,female,Female,85-89,85-89,registrations,Registrations
11,2026,2026,E12000002,North West,week-25,Week 25,all,All,100+,100+,registrations,Registrations
3,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,male,Male,100+,100+,registrations,Registrations
83,2026,2026,W92000004,Wales,week-25,Week 25,all,All,90-94,90-94,registrations,Registrations
123,2026,2026,E12000008,South East,week-25,Week 25,male,Male,85-89,85-89,registrations,Registrations
117,2026,2026,E12000004,East Midlands,week-25,Week 25,all,All,90-94,90-94,registrations,Registrations
127,2026,2026,E12000007,London,week-25,Week 25,all,All,90-94,90-94,registrations,Registrations
102,2026,2026,E12000002,North West,week-25,Week 25,female,Female,90-94,90-94,registrations,Registrations
98,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,female,Female,90-94,90-94,registrations,Registrations
99,2026,2026,E12000008,South East,week-25,Week 25,male,Male,90-94,90-94,registrations,Registrations
84,2026,2026,E12000005,West Midlands,week-25,Week 25,female,Female,90-94,90-94,registrations,Registrations
14,2026,2026,E12000007,London,week-25,Week 25,male,Male,95-99,95-99,registrations,Registrations
107,2026,2026,E12000006,East of England,week-25,Week 25,female,Female,90-94,90-94,registrations,Registrations
18,2026,2026,E12000001,North East,week-25,Week 25,female,Female,95-99,95-99,registrations,Registrations
44,2026,2026,E12000002,North West,week-25,Week 25,female,Female,95-99,95-99,registrations,Registrations
6,2026,2026,E12000001,North East,week-25,Week 25,all,All,100+,100+,registrations,Registrations
8,2026,2026,E12000006,East of England,week-25,Week 25,female,Female,100+,100+,registrations,Registrations
9,2026,2026,E12000007,London,week-25,Week 25,female,Female,100+,100+,registrations,Registrations
17,2026,2026,E12000009,South West,week-25,Week 25,female,Female,100+,100+,registrations,Registrations
2,2026,2026,W92000004,Wales,week-25,Week 25,male,Male,100+,100+,registrations,Registrations
118,2026,2026,E12000008,South East,week-25,Week 25,all,All,95-99,95-99,registrations,Registrations
80,2026,2026,E12000009,South West,week-25,Week 25,all,All,95-99,95-99,registrations,Registrations
37,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,female,Female,95-99,95-99,registrations,Registrations
15,2026,2026,E12000004,East Midlands,week-25,Week 25,male,Male,95-99,95-99,registrations,Registrations
1,2026,2026,E12000001,North East,week-25,Week 25,male,Male,100+,100+,registrations,Registrations
64,2026,2026,E12000002,North West,week-25,Week 25,all,All,75-79,75-79,occurrences,Occurrences
13,2026,2026,E12000004,East Midlands,week-25,Week 25,female,Female,75-79,75-79,occurrences,Occurrences
27,2026,2026,E12000006,East of England,week-25,Week 25,all,All,80-84,80-84,occurrences,Occurrences
176,2026,2026,E92000001,England,week-25,Week 25,female,Female,80-84,80-84,occurrences,Occurrences
15,2026,2026,E12000006,East of England,week-25,Week 25,female,Female,80-84,80-84,occurrences,Occurrences
23,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,female,Female,85-89,85-89,occurrences,Occurrences
31,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,all,All,90-94,90-94,occurrences,Occurrences
14,2026,2026,E12000004,East Midlands,week-25,Week 25,female,Female,90-94,90-94,occurrences,Occurrences
57,2026,2026,W92000004,Wales,week-25,Week 25,all,All,all-ages,All ages,occurrences,Occurrences
272,2026,2026,E12000007,London,week-25,Week 25,all,All,all-ages,All ages,occurrences,Occurrences
28,2026,2026,E12000007,London,week-25,Week 25,female,Female,90-94,90-94,occurrences,Occurrences
5,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,male,Male,60-64,60-64,occurrences,Occurrences
6,2026,2026,E12000005,West Midlands,week-25,Week 25,male,Male,60-64,60-64,occurrences,Occurrences
29,2026,2026,E12000002,North West,week-25,Week 25,all,All,65-69,65-69,occurrences,Occurrences
18,2026,2026,E12000005,West Midlands,week-25,Week 25,all,All,65-69,65-69,occurrences,Occurrences
16,2026,2026,E12000008,South East,week-25,Week 25,all,All,65-69,65-69,occurrences,Occurrences
6,2026,2026,E12000009,South West,week-25,Week 25,all,All,65-69,65-69,occurrences,Occurrences
63,2026,2026,E92000001,England,week-25,Week 25,female,Female,65-69,65-69,occurrences,Occurrences
2,2026,2026,E12000009,South West,week-25,Week 25,female,Female,65-69,65-69,occurrences,Occurrences
1,2026,2026,W92000004,Wales,week-25,Week 25,male,Male,65-69,65-69,occurrences,Occurrences
8,2026,2026,E12000004,East Midlands,week-25,Week 25,male,Male,65-69,65-69,occurrences,Occurrences
14,2026,2026,E12000004,East Midlands,week-25,Week 25,all,All,70-74,70-74,occurrences,Occurrences
38,2026,2026,E12000002,North West,week-25,Week 25,female,Female,75-79,75-79,occurrences,Occurrences
30,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,female,Female,75-79,75-79,occurrences,Occurrences
72,2026,2026,E12000002,North West,week-25,Week 25,all,All,80-84,80-84,occurrences,Occurrences
22,2026,2026,E12000008,South East,week-25,Week 25,all,All,70-74,70-74,occurrences,Occurrences
7,2026,2026,E12000006,East of England,week-25,Week 25,male,Male,70-74,70-74,occurrences,Occurrences
23,2026,2026,E12000001,North East,week-25,Week 25,all,All,75-79,75-79,occurrences,Occurrences
38,2026,2026,E12000005,West Midlands,week-25,Week 25,all,All,75-79,75-79,occurrences,Occurrences
14,2026,2026,E12000009,South West,week-25,Week 25,female,Female,75-79,75-79,occurrences,Occurrences
16,2026,2026,E12000008,South East,week-25,Week 25,male,Male,75-79,75-79,occurrences,Occurrences
38,2026,2026,E12000007,London,week-25,Week 25,all,All,80-84,80-84,occurrences,Occurrences
40,2026,2026,E12000009,South West,week-25,Week 25,all,All,80-84,80-84,occurrences,Occurrences
15,2026,2026,E12000009,South West,week-25,Week 25,female,Female,80-84,80-84,occurrences,Occurrences
80,2026,2026,E12000002,North West,week-25,Week 25,all,All,85-89,85-89,occurrences,Occurrences
44,2026,2026,E12000005,West Midlands,week-25,Week 25,all,All,85-89,85-89,occurrences,Occurrences
15,2026,2026,E12000001,North East,week-25,Week 25,female,Female,85-89,85-89,occurrences,Occurrences
16,2026,2026,E12000009,South West,week-25,Week 25,female,Female,85-89,85-89,occurrences,Occurrences
5,2026,2026,W92000004,Wales,week-25,Week 25,male,Male,85-89,85-89,occurrences,Occurrences
22,2026,2026,E12000009,South West,week-25,Week 25,male,Male,85-89,85-89,occurrences,Occurrences
12,2026,2026,E12000006,East of England,week-25,Week 25,male,Male,90-94,90-94,occurrences,Occurrences
15,2026,2026,E12000007,London,week-25,Week 25,male,Male,90-94,90-94,occurrences,Occurrences
10,2026,2026,E12000006,East of England,week-25,Week 25,female,Female,95-99,95-99,occurrences,Occurrences
2,2026,2026,E12000006,East of England,week-25,Week 25,male,Male,95-99,95-99,occurrences,Occurrences
1,2026,2026,E12000009,South West,week-25,Week 25,all,All,100+,100+,occurrences,Occurrences
23,2026,2026,E12000001,North East,week-25,Week 25,all,All,85-89,85-89,occurrences,Occurrences
1,2026,2026,E12000002,North West,week-25,Week 25,female,Female,30-34,30-34,occurrences,Occurrences
0,2026,2026,E12000006,East of England,week-25,Week 25,all,All,35-39,35-39,occurrences,Occurrences
45,2026,2026,E12000008,South East,week-25,Week 25,all,All,85-89,85-89,occurrences,Occurrences
0,2026,2026,E12000007,London,week-25,Week 25,female,Female,35-39,35-39,occurrences,Occurrences
13,2026,2026,E12000004,East Midlands,week-25,Week 25,male,Male,85-89,85-89,occurrences,Occurrences
2,2026,2026,E12000002,North West,week-25,Week 25,male,Male,35-39,35-39,occurrences,Occurrences
21,2026,2026,E12000008,South East,week-25,Week 25,male,Male,85-89,85-89,occurrences,Occurrences
1,2026,2026,E12000007,London,week-25,Week 25,male,Male,40-44,40-44,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-25,Week 25,all,All,45-49,45-49,occurrences,Occurrences
8,2026,2026,E12000002,North West,week-25,Week 25,all,All,55-59,55-59,occurrences,Occurrences
22,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,female,Female,90-94,90-94,occurrences,Occurrences
9,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,male,Male,90-94,90-94,occurrences,Occurrences
6,2026,2026,E12000004,East Midlands,week-25,Week 25,all,All,55-59,55-59,occurrences,Occurrences
125,2026,2026,E92000001,England,week-25,Week 25,all,All,95-99,95-99,occurrences,Occurrences
1,2026,2026,W92000004,Wales,week-25,Week 25,male,Male,55-59,55-59,occurrences,Occurrences
5,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,male,Male,55-59,55-59,occurrences,Occurrences
3,2026,2026,E12000001,North East,week-25,Week 25,female,Female,95-99,95-99,occurrences,Occurrences
4,2026,2026,E12000001,North East,week-25,Week 25,all,All,60-64,60-64,occurrences,Occurrences
13,2026,2026,E12000002,North West,week-25,Week 25,female,Female,95-99,95-99,occurrences,Occurrences
6,2026,2026,E92000001,England,week-25,Week 25,male,Male,100+,100+,occurrences,Occurrences
7,2026,2026,E12000005,West Midlands,week-25,Week 25,female,Female,60-64,60-64,occurrences,Occurrences
11,2026,2026,E12000008,South East,week-25,Week 25,male,Male,60-64,60-64,occurrences,Occurrences
16,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,all,All,65-69,65-69,occurrences,Occurrences
37,2026,2026,E12000002,North West,week-25,Week 25,all,All,70-74,70-74,occurrences,Occurrences
26,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,all,All,70-74,70-74,occurrences,Occurrences
2,2026,2026,E12000006,East of England,week-25,Week 25,female,Female,70-74,70-74,occurrences,Occurrences
10,2026,2026,E12000008,South East,week-25,Week 25,female,Female,70-74,70-74,occurrences,Occurrences
11,2026,2026,E12000005,West Midlands,week-25,Week 25,male,Male,70-74,70-74,occurrences,Occurrences
19,2026,2026,E12000004,East Midlands,week-25,Week 25,all,All,75-79,75-79,occurrences,Occurrences
29,2026,2026,E12000006,East of England,week-25,Week 25,all,All,75-79,75-79,occurrences,Occurrences
47,2026,2026,E12000005,West Midlands,week-25,Week 25,all,All,80-84,80-84,occurrences,Occurrences
5,2026,2026,W92000004,Wales,week-25,Week 25,male,Male,80-84,80-84,occurrences,Occurrences
22,2026,2026,E12000007,London,week-25,Week 25,male,Male,80-84,80-84,occurrences,Occurrences
19,2026,2026,E12000008,South East,week-25,Week 25,male,Male,80-84,80-84,occurrences,Occurrences
23,2026,2026,E12000007,London,week-25,Week 25,male,Male,85-89,85-89,occurrences,Occurrences
8,2026,2026,W92000004,Wales,week-25,Week 25,all,All,90-94,90-94,occurrences,Occurrences
43,2026,2026,E12000007,London,week-25,Week 25,all,All,90-94,90-94,occurrences,Occurrences
5,2026,2026,E12000001,North East,week-25,Week 25,all,All,95-99,95-99,occurrences,Occurrences
20,2026,2026,E12000002,North West,week-25,Week 25,all,All,95-99,95-99,occurrences,Occurrences
12,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,female,Female,95-99,95-99,occurrences,Occurrences
16,2026,2026,E12000007,London,week-25,Week 25,female,Female,95-99,95-99,occurrences,Occurrences
2,2026,2026,E12000004,East Midlands,week-25,Week 25,male,Male,95-99,95-99,occurrences,Occurrences
410,2026,2026,E12000002,North West,week-25,Week 25,all,All,all-ages,All ages,occurrences,Occurrences
174,2026,2026,E12000006,East of England,week-25,Week 25,all,All,all-ages,All ages,occurrences,Occurrences
1078,2026,2026,E92000001,England,week-25,Week 25,female,Female,all-ages,All ages,occurrences,Occurrences
61,2026,2026,E12000001,North East,week-25,Week 25,female,Female,all-ages,All ages,occurrences,Occurrences
990,2026,2026,E92000001,England,week-25,Week 25,male,Male,all-ages,All ages,occurrences,Occurrences
1,2026,2026,E12000008,South East,week-25,Week 25,all,All,0-1,0-1,occurrences,Occurrences
1,2026,2026,E12000001,North East,week-25,Week 25,male,Male,0-1,0-1,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-25,Week 25,female,Female,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-25,Week 25,male,Male,1-4,1-4,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-25,Week 25,female,Female,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000007,London,week-25,Week 25,female,Female,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000005,West Midlands,week-25,Week 25,all,All,10-14,10-14,occurrences,Occurrences
1,2026,2026,E12000001,North East,week-25,Week 25,all,All,0-1,0-1,occurrences,Occurrences
2,2026,2026,E12000002,North West,week-25,Week 25,all,All,0-1,0-1,occurrences,Occurrences
1,2026,2026,E12000007,London,week-25,Week 25,all,All,0-1,0-1,occurrences,Occurrences
0,2026,2026,E12000006,East of England,week-25,Week 25,female,Female,0-1,0-1,occurrences,Occurrences
0,2026,2026,E12000008,South East,week-25,Week 25,male,Male,0-1,0-1,occurrences,Occurrences
0,2026,2026,E12000004,East Midlands,week-25,Week 25,all,All,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-25,Week 25,all,All,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000008,South East,week-25,Week 25,male,Male,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000008,South East,week-25,Week 25,all,All,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-25,Week 25,male,Male,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000007,London,week-25,Week 25,male,Male,5-9,5-9,occurrences,Occurrences
123,2026,2026,E12000001,North East,week-25,Week 25,all,All,all-ages,All ages,occurrences,Occurrences
146,2026,2026,E12000004,East Midlands,week-25,Week 25,all,All,all-ages,All ages,occurrences,Occurrences
267,2026,2026,E12000005,West Midlands,week-25,Week 25,all,All,all-ages,All ages,occurrences,Occurrences
140,2026,2026,E12000005,West Midlands,week-25,Week 25,female,Female,all-ages,All ages,occurrences,Occurrences
98,2026,2026,E12000006,East of England,week-25,Week 25,female,Female,all-ages,All ages,occurrences,Occurrences
25,2026,2026,W92000004,Wales,week-25,Week 25,male,Male,all-ages,All ages,occurrences,Occurrences
101,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,male,Male,all-ages,All ages,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-25,Week 25,all,All,20-24,20-24,occurrences,Occurrences
0,2026,2026,E12000006,East of England,week-25,Week 25,female,Female,20-24,20-24,occurrences,Occurrences
